signal_rank,variant_id,family,base_config_json,stop_loss,take_profit,raw_candidates,train_final_equity,train_total_return,train_cagr,train_sharpe,train_max_drawdown,train_trades,train_traded_days,train_average_positions,train_max_positions_used,train_blown_up,train_worst_day,validation_final_equity,validation_total_return,validation_cagr,validation_sharpe,validation_max_drawdown,validation_trades,validation_traded_days,validation_average_positions,validation_max_positions_used,validation_blown_up,validation_worst_day,diagnostic_2025_final_equity,diagnostic_2025_total_return,diagnostic_2025_cagr,diagnostic_2025_sharpe,diagnostic_2025_max_drawdown,diagnostic_2025_trades,diagnostic_2025_traded_days,diagnostic_2025_average_positions,diagnostic_2025_max_positions_used,diagnostic_2025_blown_up,diagnostic_2025_worst_day,y2021_return,y2021_sharpe,y2021_max_drawdown,y2021_trades,y2022_return,y2022_sharpe,y2022_max_drawdown,y2022_trades,y2023_return,y2023_sharpe,y2023_max_drawdown,y2023_trades,y2024_return,y2024_sharpe,y2024_max_drawdown,y2024_trades,y2025_return,y2025_sharpe,y2025_max_drawdown,y2025_trades,signal_sharpe_stability,signal_positive_year_share_2021_2024,signal_worst_year_return_2021_2024,signal_selection_score
74,7723507cb914,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,0.06,369,11616.31561224118,0.16163156122411793,0.051419143178021764,0.8921762838928154,-0.0529335040441532,128,55,0.1699867197875166,10,False,-0.04013576297052877,10645.781058162644,0.06457810581626444,0.06431481908344128,1.4036290920810188,-0.014022999931342262,33,19,0.13043478260869565,10,False,-0.007603250896649904,11109.630233808148,0.11096302338081476,0.1118986456105664,1.4449700565757015,-0.01984328610104691,52,20,0.208,10,False,-0.019843286101046947,0.04337607864467641,1.2984358892951464,-0.01714312796208528,31,0.07620786596809803,0.8889995036299179,-0.05293350404415309,65,0.034502074104502345,0.9169153213075096,-0.028757075047740832,32,0.06457810581626444,1.4036290920810188,-0.014022999931342262,33,0.11096302338081476,1.4449700565757015,-0.01984328610104691,52,-0.5114528081882034,1.0,0.034502074104502345,0.9366946031746031
75,dee55c14f0a3,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": null, ""min_adv20"": 50000000.0, ""mom3_max"": -0.03, ""prev_return_max"": -0.03}",0.03,,228,11807.987633107354,0.1807987633107353,0.05719349201445545,0.6840311450286032,-0.04427340674235747,90,44,0.11952191235059761,10,False,-0.019200000000000002,10325.78052435995,0.0325780524359951,0.03244721864404587,0.7696389000751247,-0.015428028744536526,34,20,0.13438735177865613,10,False,-0.007914976395352737,11018.205304092828,0.10182053040928274,0.10267555598432532,1.3896775503823902,-0.009569312767999882,44,21,0.176,10,False,-0.0032,0.02289225320428967,1.0820483566888857,-0.007740678484098318,24,0.11107232505968723,0.8859299700744595,-0.031785380483841275,44,0.038971584492848876,0.5481756552129871,-0.03172410982399998,22,0.0325780524359951,0.7696389000751247,-0.015428028744536526,34,0.10182053040928274,1.3896775503823902,-0.009569312767999882,44,-0.08560775504652152,1.0,0.02289225320428967,0.9363644444444444
76,bea20d1679a2,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.2}",,0.06,302,11352.563246870726,0.1352563246870726,0.0433687122232751,0.7321655357915621,-0.06042155626054957,126,49,0.16733067729083664,10,False,-0.04248727317937121,10338.620714000466,0.0338620714000466,0.033725997243195804,0.7420534282604644,-0.018186602669599483,27,14,0.1067193675889328,10,False,-0.008935651710003888,11178.280986754577,0.11782809867545763,0.11882464017686378,1.5801109521340762,-0.016453403562046498,52,20,0.208,10,False,-0.01645340356204662,0.0396402249892962,1.1527436553566095,-0.01714312796208528,29,0.06210686741506066,0.700803165614312,-0.06042155626054979,66,0.02811723274261868,0.7930961358729817,-0.029518373646801543,31,0.0338620714000466,0.7420534282604644,-0.018186602669599483,27,0.11782809867545763,1.5801109521340762,-0.016453403562046498,52,-0.009887892468902315,1.0,0.02811723274261868,0.9363095238095238
77,603fba949ab3,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",0.025,,177,11606.399460904866,0.1606399460904866,0.05111868809247322,0.6249646819782642,-0.02514067240247997,70,34,0.09296148738379814,10,False,-0.016200000000000003,10331.402508096322,0.03314025080963212,0.033007123335043076,0.9911725579754713,-0.008078149683000135,21,10,0.08300395256916997,10,False,-0.0027,10903.672292601974,0.09036722926019736,0.0911221514929923,1.2279392245081377,-0.005392710000000189,35,13,0.14,10,False,-0.005356078050999584,0.007526841563149311,0.35590226021399235,-0.010778129999999941,19,0.12179067981525904,0.967599770491495,-0.01698223371604446,33,0.026902145598637572,0.40435284166625135,-0.02416878,18,0.03314025080963212,0.9911725579754713,-0.008078149683000135,21,0.09036722926019736,1.2279392245081377,-0.005392710000000189,35,-0.36620787599720717,1.0,0.007526841563149311,0.9362457142857143
78,ae695d56be0d,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.1}",,,210,12074.41862642038,0.207441862642038,0.06511735981267974,0.708748501112319,-0.06425546918111369,97,42,0.12881806108897742,10,False,-0.04248727317937121,10521.798562530625,0.05217985625306243,0.05196834334406297,1.021105375681098,-0.015695211878756554,25,14,0.09881422924901186,10,False,-0.008935651710003888,11393.394677292099,0.1393394677292099,0.1405290909993835,1.41022333785934,-0.013686835570762224,46,18,0.184,10,False,-0.013686835570762135,0.037529735373302175,1.0141628045157791,-0.01714312796208517,25,0.12960116420477985,0.9537689364230449,-0.04962637838857131,50,0.030245070847394695,0.4022567327375978,-0.06425546918111358,22,0.05217985625306243,1.021105375681098,-0.015695211878756554,25,0.1393394677292099,1.41022333785934,-0.013686835570762224,46,-0.3123568745687789,1.0,0.030245070847394695,0.9360231746031746
79,25046446db17,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.2}",,0.06,301,11422.683362727588,0.1422683362727588,0.04552100740006204,0.7686536574264788,-0.05461816649746798,125,49,0.16600265604249667,10,False,-0.04248727317937121,10338.620714000466,0.0338620714000466,0.033725997243195804,0.7420534282604644,-0.018186602669599483,27,14,0.1067193675889328,10,False,-0.008935651710003888,11178.280986754577,0.11782809867545763,0.11882464017686378,1.5801109521340762,-0.016453403562046498,52,20,0.208,10,False,-0.01645340356204662,0.0396402249892962,1.1527436553566095,-0.01714312796208528,29,0.06866706487672691,0.7708107915207366,-0.054618166497467646,65,0.02811723274261868,0.7930961358729817,-0.029518373646801543,31,0.0338620714000466,0.7420534282604644,-0.018186602669599483,27,0.11782809867545763,1.5801109521340762,-0.016453403562046498,52,-0.026600229166014455,1.0,0.02811723274261868,0.9357660317460317
80,142bb17a0177,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,,350,12036.681304771302,0.20366813047713017,0.06400214130611559,0.6733820623315123,-0.06426760328614978,115,45,0.15272244355909695,10,False,-0.04013576297052877,10529.262224028433,0.05292622240284328,0.05271160894415994,1.0119866717988915,-0.01402299993134215,28,14,0.11067193675889328,10,False,-0.007603250896649904,11760.171803943946,0.17601718039439462,0.17754354394096317,1.600534906779389,-0.016891668275631155,50,18,0.2,10,False,-0.01689166827563112,0.03581279019596151,0.9838948134085598,-0.01714312796208528,26,0.13907143402590205,0.9837739056763815,-0.05674969746662528,62,0.02017465981437816,0.27035798566196295,-0.06426760328615011,27,0.05292622240284328,1.0119866717988915,-0.01402299993134215,28,0.17601718039439462,1.600534906779389,-0.016891668275631155,50,-0.33860460946737914,1.0,0.02017465981437816,0.935719365079365
81,bb9ffa906a05,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.25}",,0.06,325,11487.067778183191,0.1487067778183191,0.04748952081278901,0.7876088992945701,-0.05461816649746798,126,49,0.16733067729083664,10,False,-0.04248727317937121,10341.478811240186,0.034147881124018564,0.03401063966014228,0.7477687849295981,-0.018186602669599705,29,15,0.11462450592885376,10,False,-0.008935651710003888,11242.006197805464,0.1242006197805463,0.12525401432079675,1.625120379081446,-0.016453403562046498,53,20,0.212,10,False,-0.01645340356204662,0.0396402249892962,1.1527436553566095,-0.01714312796208528,29,0.0746906498876938,0.8165060952938554,-0.054618166497467646,66,0.02811723274261868,0.7930961358729817,-0.029518373646801543,31,0.034147881124018564,0.7477687849295981,-0.018186602669599705,29,0.1242006197805463,1.625120379081446,-0.016453403562046498,53,-0.039840114364972035,1.0,0.02811723274261868,0.9354304761904761
82,f0087bcede8f,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.02}",,0.06,397,11332.853153127824,0.13328531531278243,0.04276213075194546,0.7302585229344882,-0.05413431057582063,127,50,0.16865869853917662,10,False,-0.04013576297052877,10365.462227035607,0.03654622270356067,0.036399173664601214,0.8126207833843113,-0.018186602669599372,32,16,0.12648221343873517,10,False,-0.008935651710003888,11313.753394754209,0.1313753394754209,0.1324930927942567,1.6542670177299053,-0.01984328610104691,53,19,0.212,10,False,-0.019843286101046947,0.027649326469320723,0.8875306365164914,-0.01714312796208528,26,0.07524515762551509,0.8388988615864514,-0.05413431057582063,70,0.02562080975815495,0.7154392660395308,-0.03099278999362709,31,0.03654622270356067,0.8126207833843113,-0.018186602669599372,32,0.1313753394754209,1.6542670177299053,-0.01984328610104691,53,-0.08236226044982309,1.0,0.02562080975815495,0.9353990476190476
83,6a1c794711d6,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,0.08,174,10923.48568805248,0.09234856880524811,0.03000190012206616,0.5618027798721561,-0.045561039574767426,67,32,0.08897742363877822,10,False,-0.03050180219653622,10370.1459113222,0.037014591132220165,0.036865624235982164,0.8157007221625754,-0.009156744752313983,21,10,0.08300395256916997,10,False,-0.007603250896649904,11119.665754407519,0.11196657544075195,0.11291108166908792,1.473655250963345,-0.0067584721942234305,35,13,0.14,10,False,-0.006758472194223553,0.020148756082589703,0.7290647044824817,-0.01714312796208528,18,0.05318640793626095,0.6425052056278543,-0.045561039574767426,32,0.016699228597147675,0.569743256736255,-0.020284269662921517,17,0.037014591132220165,0.8157007221625754,-0.009156744752313983,21,0.11196657544075195,1.473655250963345,-0.0067584721942234305,35,-0.2538979422904193,1.0,0.016699228597147675,0.9353742857142857
84,db9ac1c2d3f0,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": 0.0}",,,455,12938.419279021238,0.2938419279021238,0.09003971336785188,0.8794981736035681,-0.09144373741562417,156,59,0.20717131474103587,10,False,-0.04013576297052877,10617.851701475003,0.06178517014750029,0.06153359625965149,1.1158839952493984,-0.02074907604852394,36,19,0.1422924901185771,10,False,-0.008935651710003888,11946.590020718368,0.19465900207183684,0.19636007596048155,1.6253713629838131,-0.016891668275631155,63,22,0.252,10,False,-0.01689166827563112,0.04253807506051377,1.0850036108906886,-0.01714312796208528,31,0.14915080927632673,0.9831357382783434,-0.09144373741562406,93,0.07997143438108845,0.9409310511245081,-0.06283166446795463,32,0.06178517014750029,1.1158839952493984,-0.02074907604852394,36,0.19465900207183684,1.6253713629838131,-0.016891668275631155,63,-0.23638582164583033,1.0,0.04253807506051377,0.9350022222222222
85,fe9addc44357,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",0.025,,178,11574.977342641108,0.15749773426411084,0.05016548197231252,0.6140343774486681,-0.027608686725823284,71,34,0.09428950863213811,10,False,-0.016200000000000003,10331.402508096322,0.03314025080963212,0.033007123335043076,0.9911725579754713,-0.008078149683000135,21,10,0.08300395256916997,10,False,-0.0027,10903.672292601974,0.09036722926019736,0.0911221514929923,1.2279392245081377,-0.005392710000000189,35,13,0.14,10,False,-0.005356078050999584,0.007526841563149311,0.35590226021399235,-0.010778129999999941,19,0.11875364498571828,0.9455250691033603,-0.019470902448659233,34,0.026902145598637572,0.40435284166625135,-0.02416878,18,0.03314025080963212,0.9911725579754713,-0.008078149683000135,21,0.09036722926019736,1.2279392245081377,-0.005392710000000189,35,-0.37713818052680326,1.0,0.007526841563149311,0.9347923809523808
86,887d2381963a,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": 0.0}",,,503,13218.17463605963,0.321817463605963,0.09787125276738529,0.932260116969905,-0.09357202048776192,187,82,0.24833997343957503,10,False,-0.04013576297052877,10678.142212705665,0.06781422127056658,0.067537327049495,1.1950005856265982,-0.02074907604852394,45,28,0.17786561264822134,10,False,-0.008935651710003888,11702.240563989952,0.17022405639899518,0.1716966112525593,1.4341312094827119,-0.02486118428281825,72,31,0.288,10,False,-0.01689166827563112,0.04647605160055668,1.1327783817358943,-0.018669662038742096,41,0.15235433768621198,0.9987051025256547,-0.09357202048776148,104,0.09611507430401867,1.0518747059063533,-0.05962612042304616,42,0.06781422127056658,1.1950005856265982,-0.02074907604852394,45,0.17022405639899518,1.4341312094827119,-0.02486118428281825,72,-0.2627404686566932,1.0,0.04647605160055668,0.9347876190476191
87,2a9950033337,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": null, ""min_adv20"": 20000000.0, ""mom3_max"": -0.03, ""prev_return_max"": -0.03}",0.03,,229,11770.080770721775,0.17700807707217758,0.05605647651907231,0.67115602915943,-0.04734154989888317,91,44,0.12084993359893759,10,False,-0.019200000000000002,10325.78052435995,0.0325780524359951,0.03244721864404587,0.7696389000751247,-0.015428028744536526,34,20,0.13438735177865613,10,False,-0.007914976395352737,11018.205304092828,0.10182053040928274,0.10267555598432532,1.3896775503823902,-0.009569312767999882,44,21,0.176,10,False,-0.0032,0.02289225320428967,1.0820483566888857,-0.007740678484098318,24,0.10750547971439128,0.8599256984814633,-0.03489361361230392,45,0.038971584492848876,0.5481756552129871,-0.03172410982399998,22,0.0325780524359951,0.7696389000751247,-0.015428028744536526,34,0.10182053040928274,1.3896775503823902,-0.009569312767999882,44,-0.09848287091569474,1.0,0.02289225320428967,0.9347758730158731
88,1ae115523c6b,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,0.08,178,10921.474909852224,0.09214749098522246,0.02993844406083923,0.55009453854508,-0.051642439717845545,71,34,0.09428950863213811,10,False,-0.03050180219653622,10370.1459113222,0.037014591132220165,0.036865624235982164,0.8157007221625754,-0.009156744752313983,21,10,0.08300395256916997,10,False,-0.007603250896649904,11119.665754407519,0.11196657544075195,0.11291108166908792,1.473655250963345,-0.0067584721942234305,35,13,0.14,10,False,-0.006758472194223553,0.02173970772289624,0.7838775827048686,-0.01714312796208528,19,0.043339876086501805,0.5308478449561178,-0.051642439717845656,34,0.024507670880583365,0.7182839543253178,-0.020284269662921073,18,0.037014591132220165,0.8157007221625754,-0.009156744752313983,21,0.11196657544075195,1.473655250963345,-0.0067584721942234305,35,-0.26560618361749544,1.0,0.02173970772289624,0.9346739682539682
89,748846db0256,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": null, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": 0.0}",,,260,12442.532203935461,0.24425322039354613,0.07587619582903504,0.8423361642581426,-0.0536284127449973,115,60,0.15272244355909695,10,False,-0.03768071511157404,10571.824138394006,0.05718241383940059,0.056950079583101054,1.0340573437414593,-0.02074907604852405,35,24,0.1383399209486166,10,False,-0.008935651710003888,11231.21288075313,0.12312128807531297,0.1241650327028998,1.1475247831473703,-0.014816470030870055,46,22,0.184,10,False,-0.00808236492006984,0.023624670424639893,0.7577259795071433,-0.02351848907524745,27,0.12953521741771357,1.0130513056000539,-0.05362841274499697,57,0.07613870803227862,0.8825263394610583,-0.050678490759650585,31,0.05718241383940059,1.0340573437414593,-0.02074907604852405,35,0.12312128807531297,1.1475247831473703,-0.014816470030870055,46,-0.19172117948331668,1.0,0.023624670424639893,0.934543492063492
90,33965e02d680,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",0.03,,174,11655.67404688815,0.16556740468881515,0.052610006684930655,0.640570012442552,-0.030842939434727157,67,32,0.08897742363877822,10,False,-0.019200000000000002,10514.89844978378,0.05148984497837783,0.0512811966561586,1.2526157786515006,-0.006389759999999911,21,10,0.08300395256916997,10,False,-0.0032,10934.51273175543,0.09345127317554303,0.09423305526066139,1.302897505658132,-0.0063897599999998,35,13,0.14,10,False,-0.0032,0.01203791215886918,0.6016828450906918,-0.007740678484098096,18,0.11980895736082364,0.9523198885016795,-0.01995919780399147,32,0.02848195126647135,0.4225216101602895,-0.02547711999999991,17,0.05148984497837783,1.2526157786515006,-0.006389759999999911,21,0.09345127317554303,1.302897505658132,-0.0063897599999998,35,-0.6120457662089487,1.0,0.01203791215886918,0.934530476190476
91,f3e39d50bcbc,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.2}",,0.06,292,11312.819345940261,0.13128193459402615,0.042144867219858995,0.7222167994826781,-0.05199389697042456,119,47,0.15803452855245684,10,False,-0.04248727317937121,10338.620714000466,0.0338620714000466,0.033725997243195804,0.7420534282604644,-0.018186602669599483,27,14,0.1067193675889328,10,False,-0.008935651710003888,11114.555775703686,0.1114555775703685,0.11239555924874223,1.5236641984242512,-0.016453403562046498,51,20,0.204,10,False,-0.01645340356204662,0.03802140044056479,1.108110555110576,-0.01714312796208528,28,0.06588135881984103,0.7393450378287502,-0.051993896970424114,63,0.022482015164917435,0.7293259755991734,-0.02951837364680132,28,0.0338620714000466,0.7420534282604644,-0.018186602669599483,27,0.1114555775703685,1.5236641984242512,-0.016453403562046498,51,-0.019836628777786247,1.0,0.022482015164917435,0.9344390476190476
92,5e0cf1f1aff7,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,0.08,358,11673.20659009198,0.16732065900919801,0.05313962547817219,0.8113503886909986,-0.06959713294417713,120,51,0.1593625498007968,10,False,-0.04013576297052877,10638.563877682887,0.06385638776828872,0.06359613049945856,1.3173337387652702,-0.014022999931342262,33,19,0.13043478260869565,10,False,-0.007603250896649904,11191.414445101009,0.11914144451010089,0.12014967921486708,1.4497754243766212,-0.017843286101047018,51,20,0.204,10,False,-0.017843286101046945,0.04119933814229726,1.175851436822989,-0.01714312796208517,30,0.09659857581208153,0.9479943328507208,-0.05611093577480153,63,0.022371208872015602,0.6071582422715157,-0.03100535542669125,27,0.06385638776828872,1.3173337387652702,-0.014022999931342262,33,0.11914144451010089,1.4497754243766212,-0.017843286101047018,51,-0.5059833500742715,1.0,0.022371208872015602,0.9343130158730157
93,0cae2f8e8ee6,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": null, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.02}",,,220,11821.683273122877,0.1821683273122876,0.05760369516430752,0.675475305928383,-0.053892684988006256,95,49,0.12616201859229748,10,False,-0.034809857571793154,10444.186675658873,0.044418667565887304,0.04423927235757752,0.8411234058788314,-0.016260269943452532,30,19,0.11857707509881422,10,False,-0.008935651710003888,11441.125818463292,0.14411258184632914,0.145345494269012,1.3393736057871453,-0.010249143619115109,37,15,0.148,10,False,-0.006758472194223553,0.020471329644504044,0.6661782093483969,-0.02227674249450895,25,0.09597275509727021,0.8058642135514646,-0.053892684988006256,44,0.0570091670499262,0.6897525598174339,-0.049573948154946645,26,0.044418667565887304,0.8411234058788314,-0.016260269943452532,30,0.14411258184632914,1.3393736057871453,-0.010249143619115109,37,-0.16564809995044838,1.0,0.020471329644504044,0.9342279365079365
94,a8e27cd3f8b1,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,,339,12002.364918093053,0.20023649180930536,0.06298599740498423,0.6688930604885335,-0.06426760328614978,108,43,0.14342629482071714,10,False,-0.04013576297052877,10529.262224028433,0.05292622240284328,0.05271160894415994,1.0119866717988915,-0.01402299993134215,28,14,0.11067193675889328,10,False,-0.007603250896649904,11567.488325621858,0.15674883256218575,0.15809712220992678,1.5319332499196439,-0.016891668275631155,49,18,0.196,10,False,-0.01689166827563112,0.034199925348724625,0.9417991371340297,-0.01714312796208517,25,0.14498810752512292,1.0206775880936028,-0.05228555549578551,59,0.013587740127258385,0.20048148833997045,-0.06426760328614989,24,0.05292622240284328,1.0119866717988915,-0.01402299993134215,28,0.15674883256218575,1.5319332499196439,-0.016891668275631155,49,-0.343093611310358,1.0,0.013587740127258385,0.9339803174603174
95,0eabcdb777b6,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_max"": 0.0}",0.03,,223,11910.554335142924,0.19105543351429244,0.06025785219987445,0.7629993994255653,-0.03723559053005898,91,41,0.12084993359893759,10,False,-0.025392098458227118,10630.283661181358,0.06302836611813589,0.06277158215653911,1.4338890082287443,-0.009569312767999771,28,17,0.11067193675889328,10,False,-0.0032,10937.58631433539,0.09375863143353902,0.09454309424244789,1.2786746379185943,-0.012397845290494702,41,17,0.164,10,False,-0.0064,0.01744851807180403,0.847005481730041,-0.007740678484098096,20,0.10009438157318584,0.8617033348722104,-0.03723559053005865,48,0.06411749754300633,0.9148358085724914,-0.012630987499868018,23,0.06302836611813589,1.4338890082287443,-0.009569312767999771,28,0.09375863143353902,1.2786746379185943,-0.012397845290494702,41,-0.670889608803179,1.0,0.01744851807180403,0.933935873015873
96,a675931ffee4,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.02}",,,411,12320.073844660545,0.2320073844660544,0.07232090671698854,0.7550161223096061,-0.06425546918111336,139,61,0.1845949535192563,10,False,-0.04013576297052877,10540.158033613552,0.05401580336135514,0.0537966598334787,0.9946929347381767,-0.018741696567172506,39,23,0.1541501976284585,10,False,-0.008935651710003888,11575.46803261817,0.15754680326181703,0.15890241644062497,1.499925929210647,-0.016891668275631155,54,21,0.216,10,False,-0.01689166827563112,0.03720900598031518,0.9856661254568437,-0.01714312796208517,32,0.14782709025286533,1.0739006529065491,-0.06080837523144966,74,0.03483369541992909,0.40958239006969005,-0.06425546918111336,33,0.05401580336135514,0.9946929347381767,-0.018741696567172506,39,0.15754680326181703,1.499925929210647,-0.016891668275631155,54,-0.23967681242857053,1.0,0.03483369541992909,0.9338933333333332
97,898b7d0f19da,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,0.06,371,11545.006851357715,0.15450068513577153,0.04925470617998284,0.8537688482976383,-0.05756749006424022,129,55,0.17131474103585656,10,False,-0.04013576297052877,10645.781058162644,0.06457810581626444,0.06431481908344128,1.4036290920810188,-0.014022999931342262,33,19,0.13043478260869565,10,False,-0.007603250896649904,11109.630233808148,0.11096302338081476,0.1118986456105664,1.4449700565757015,-0.01984328610104691,52,20,0.208,10,False,-0.019843286101046947,0.04337607864467641,1.2984358892951464,-0.01714312796208528,31,0.06960137799575405,0.8144229719589698,-0.05756749006423978,66,0.034502074104502345,0.9169153213075096,-0.028757075047740832,32,0.06457810581626444,1.4036290920810188,-0.014022999931342262,33,0.11096302338081476,1.4449700565757015,-0.01984328610104691,52,-0.5498602437833805,1.0,0.034502074104502345,0.933671746031746
98,1f8309e0ae55,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,0.06,350,11143.565662289411,0.11435656622894119,0.03690071652855886,0.6601158636495092,-0.061097053808099266,115,45,0.15272244355909695,10,False,-0.04013576297052877,10428.775691039551,0.04287756910395513,0.0427045243776476,0.9688355188113851,-0.014022999931342262,28,14,0.11067193675889328,10,False,-0.007603250896649904,11214.864915270029,0.12148649152700286,0.12251563597895432,1.5782686480187336,-0.019843286101046798,50,18,0.2,10,False,-0.019843286101046947,0.027680935834620612,0.8883752311467047,-0.01714312796208528,26,0.06243118461522856,0.7393389128413329,-0.06109705380809938,62,0.020622331579548625,0.5903244418100586,-0.03100535542669125,27,0.04287756910395513,0.9688355188113851,-0.014022999931342262,28,0.12148649152700286,1.5782686480187336,-0.019843286101046798,50,-0.30871965516187583,1.0,0.020622331579548625,0.9336253968253968
99,50cbc727d6cc,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.08, ""prev_return_percentile_max"": 0.15}",,0.06,171,10894.819259438158,0.08948192594381577,0.029096510582633517,0.6365620430039051,-0.046394218772152995,72,27,0.09561752988047809,10,False,-0.04104023440218394,10374.912464122692,0.0374912464122692,0.037340326871142526,0.9495892187177133,-0.012315036315300176,19,10,0.07509881422924901,10,False,-0.008935651710003888,10793.266864861747,0.0793266864861748,0.07998603181199648,1.2187297005153948,-0.016453403562046498,34,9,0.136,10,False,-0.01645340356204662,0.023793872604187527,1.64510013854561,-0.0020959314866053624,15,0.04736914668861858,0.6666315374987396,-0.04639421877215322,38,0.016032798375268165,0.5395308954519394,-0.027266643143561642,19,0.0374912464122692,0.9495892187177133,-0.012315036315300176,19,0.0793266864861748,1.2187297005153948,-0.016453403562046498,34,-0.3130271757138082,1.0,0.016032798375268165,0.9333552380952381
